,model,year,price,transmission,mileage,fuelType,mpg,engineSize,brand,carId
339,Hatch,2020,20495,Automatic,14613,Petrol,47.9,1.5,mini,30470823
340,Hatch,2021,22495,Automatic,15129,Petrol,47.9,2.0,mini,30470812
341,Octavia,2019,19449,Semi-Auto,38279,Petrol,35.8,2.0,skoda,30384620
342,Kuga,2016,10549,Manual,68981,Diesel,60.1,2.0,ford,30531437
343,Countryman,2021,24995,Automatic,15611,Petrol,44.8,1.5,mini,30303621
344,Hatch,2020,13995,Manual,16620,Petrol,48.7,1.5,mini,30089090
345,Clubman,2020,18995,Manual,17589,Petrol,44.1,1.5,mini,30411001
346,Clubman,2021,27995,Manual,19167,Petrol,40.4,2.0,mini,30428342
347,XC40,2021,29795,Automatic,19486,Petrol,39.2,2.0,volvo,30442556
348,XC40,2022,32250,Automatic,20186,Petrol,134.5,1.5,volvo,29989864
349,XC40,2020,24990,Manual,20242,Petrol,37.2,1.5,volvo,30345496
350,Countryman,2020,18495,Manual,20316,Petrol,44.8,1.5,mini,30188489
351,Countryman,2020,21995,Manual,20416,Petrol,39.8,1.5,mini,30397452
352,V60,2021,33690,Automatic,20476,Petrol,156.9,2.0,volvo,29572097
353,Sportage,2018,16049,Manual,31245,Petrol,34.9,1.6,kia,30317220
354,Picanto,2020,13249,Manual,17294,Petrol,49.6,1.0,kia,30451735
355,Hatch,2021,23495,Manual,20560,Petrol,40.4,2.0,mini,30321151
356,Clubman,2021,24995,Automatic,20852,Petrol,42.8,1.5,mini,30428343
357,XC40,2019,23990,Manual,21912,Petrol,37.2,1.5,volvo,29754102
358,XC60,2021,33690,Automatic,22004,Petrol,35.8,2.0,volvo,30341727
359,Hatch,2019,15495,Manual,22541,Petrol,47.9,1.5,mini,30470818
360,Clubman,2019,18495,Manual,23379,Petrol,42.2,1.5,mini,30231833
361,Hatch,2020,34995,Automatic,24658,Petrol,34,2.0,mini,30470816
362,Hatch,2020,17995,Manual,25302,Petrol,43.5,2.0,mini,30303619
363,Clubman,2019,19995,Automatic,25354,Diesel,52.3,2.0,mini,30464251
364,XC60,2020,34690,Automatic,26446,Diesel,46.3,2.0,volvo,30377175
365,A Class,2019,18599,Semi-Auto,36086,Diesel,65.7,1.5,mercedes-benz,30267175
366,E-PACE,2019,24599,Automatic,32670,Diesel,47.1,2.0,jaguar,30476857
367,V90,2020,24750,Automatic,27001,Petrol,33.2,2.0,volvo,30397255
368,XC60,2020,34590,Automatic,27100,Diesel,46.3,2.0,volvo,30202895
369,Countryman,2017,17995,Manual,27744,Petrol,45.6,2.0,mini,30335694
370,Hatch,2016,11995,Manual,28471,Petrol,58.9,1.2,mini,30365499
371,Countryman,2019,17995,Manual,28881,Petrol,47.9,1.5,mini,30470814
372,Countryman,2018,18495,Manual,29558,Diesel,60.1,2.0,mini,30470825
373,Countryman,2020,19995,Manual,31923,Petrol,40.4,2.0,mini,30470820
374,V60,2019,27790,Automatic,32058,Petrol,41.5,2.0,volvo,30231773
375,Hatch,2018,14495,Manual,32682,Petrol,52.3,1.5,mini,30470821
376,Hatch,2018,14995,Manual,35416,Petrol,44.14,2.0,mini,30303620
377,Stonic,2019,13949,Manual,12061,Petrol,45.6,1.4,kia,30477095
378,Fiesta,2021,16299,Manual,20730,Petrol,54.3,1.0,ford,30447848
379,XC60,2018,24650,Automatic,37220,Diesel,41.5,2.0,volvo,30473522
380,XC60,2019,26999,Automatic,37521,Diesel,47.9,2.0,volvo,30335414
381,Hatch,2019,18995,Manual,37840,Petrol,42.8,2.0,mini,30411011
382,V90,2018,22150,Automatic,38092,Diesel,None,2.0,volvo,30321308
383,S60,2019,22350,Automatic,39408,Petrol,35.3,2.0,volvo,30377174
384,XC90,2019,37590,Automatic,40507,Diesel,45.6,2.0,volvo,30248203
385,S90,2019,21790,Automatic,41654,Diesel,61.4,2.0,volvo,30335422
386,Hatch,2017,12295,Manual,44432,Petrol,61.4,1.2,mini,30434025
387,XC40,2019,23850,Manual,44564,Diesel,None,2.0,volvo,30370766
388,XC40,2018,26990,Automatic,45497,Diesel,42.8,2.0,volvo,29849122
389,Sportage,2017,17049,Automatic,43529,Petrol,37.7,1.6,kia,30582248
390,Renegade,2020,15299,Manual,47340,Diesel,57.6,1.6,jeep,30466772
391,Hatch,2018,16495,Manual,46754,Petrol,49.6,2.0,mini,30397451
392,XC60,2018,26216,Automatic,47388,Diesel,50.4,2.0,volvo,30473521
393,XC90,2018,35990,Automatic,47881,Diesel,49.6,2.0,volvo,30473520
394,Coupe,2015,11495,Manual,53572,Petrol,48.7,1.6,mini,30414720
395,V90,2018,20390,Automatic,60500,Diesel,62.8,2.0,volvo,30455288
396,Clubman,2017,20995,Automatic,62628,Petrol,41.5,2.0,mini,30434023
397,Ateca,2023,27990,Manual,14,Petrol,42.2,1.5,seat,30414515
398,Ateca,2023,24990,Manual,18,Petrol,42.8,1.5,seat,30411005
399,Ateca,2023,27990,Automatic,60,Diesel,54.3,2.0,seat,30414514
400,Leon,2023,22990,Manual,273,Diesel,64.2,2.0,seat,30442536
401,Tiguan,2019,18049,Manual,20944,Petrol,42.2,1.5,volkswagen,30429263
402,Leaf,2019,13849,Red,Electric,Automatic,26701,,nissan,30519555
403,Ateca,2023,24990,Automatic,2601,Petrol,42.2,1.5,seat,30414520
404,Ateca,2023,26990,Automatic,4058,Petrol,42.2,1.5,seat,30442535
405,Other,2022,42990,Automatic,6005,Other,None,0,other,29411053
406,Ateca,2022,22990,Manual,6227,Petrol,46.3,1.0,seat,29187647
407,Ateca,2023,25990,Automatic,6895,Petrol,41.5,1.5,seat,30445963
408,Arona,2020,16990,Automatic,8069,Petrol,47.1,1.0,seat,30416587
409,Kona,2022,16990,Manual,8315,Petrol,47.1,1.0,hyundai,30442537
410,Ateca,2023,25990,Automatic,8640,Petrol,42.2,1.5,seat,30352722
411,Arona,2020,15990,Manual,8715,Petrol,49.6,1.0,seat,30414517
412,208,2020,17990,Automatic,10231,Other,None,0,peugeot,29793626
413,Viva,2019,8799,Manual,32128,Petrol,46.3,1.0,vauxhall,30107767
414,Leon,2020,18499,Manual,23086,Petrol,46.3,1.5,seat,30498677
415,Arona,2021,17990,Manual,10718,Petrol,51.4,1.0,seat,30298620
416,Fabia,2020,11490,Manual,13417,Petrol,47.1,1.0,skoda,30244382
417,CLA Class,2020,26990,Automatic,15829,Petrol,44.8,1.3,mercedes-benz,30130297
418,Rio,2018,12495,Manual,16000,Petrol,56.5,1.4,kia,27988395
419,C Class,2018,24990,Automatic,16547,Diesel,58.9,2.1,mercedes-benz,30171755
420,Puma,2020,15990,Manual,17011,Petrol,51.4,1.0,ford,30131781
421,Mii,2020,11490,Automatic,19522,Other,None,0,seat,29187595
422,Ceed,2019,14750,Manual,22036,Petrol,50.4,1.0,kia,30316338
423,2 Series,2016,15495,Automatic,23000,Petrol,55.4,1.5,bmw,30194710
424,Sportage,2016,18995,Automatic,24000,Diesel,44.8,2.0,kia,29966225
425,Range Rover Velar,2018,29049,Automatic,44722,Diesel,52.3,2.0,land rover,30514584
426,A3,2018,15599,Manual,63220,Petrol,54.3,1.5,audi,30572258
427,1 Series,2019,15990,Manual,25879,Diesel,58.9,1.5,bmw,30293679
428,Clio,2019,9490,Manual,29442,Petrol,46.3,0.9,renault,29309825
429,C1,2015,6995,Manual,31000,Petrol,68.9,1.0,citroen,29483639
430,Juke,2017,9995,Manual,32000,Diesel,70.6,1.5,nissan,27354230
431,500,2019,13995,Manual,32000,Petrol,38.2,1.4,fiat,30028917
432,Range Rover Evoque,2019,26490,Automatic,32416,Diesel,42.2,2.0,land rover,30244374
433,500,2019,8990,Manual,32844,Petrol,51.4,1.2,fiat,30171761
434,5 Series,2019,29995,Automatic,33000,Diesel,60.1,3.0,bmw,29154925
435,X Trail,2019,23495,Automatic,34000,Diesel,36.2,1.7,nissan,28415141
436,Ibiza,2019,12990,Manual,35169,Petrol,55.4,1.0,seat,30411007
437,X1,2016,17299,Semi-Auto,54838,Diesel,57.6,2.0,bmw,30485038
438,XF,2018,19999,Automatic,31528,Petrol,38.7,2.0,jaguar,30417295
439,2 Series,2016,13995,Manual,38000,Diesel,44.1,1.5,bmw,26966930
440,4 Series,2018,21495,Automatic,38000,Diesel,65.7,2.0,bmw,29857746
441,Fiesta,2018,9990,Manual,38499,Diesel,None,1.5,ford,30307554
442,X3,2019,27990,Automatic,38978,Petrol,30.4,2.0,bmw,30306034
443,Discovery Sport,2017,23990,Automatic,39156,Diesel,53.3,2.0,land rover,29532137
444,Polo,2016,9490,Manual,40380,Petrol,60.1,1.0,volkswagen,30198980
445,Ateca,2021,16990,Manual,42654,Petrol,44.1,1.0,seat,30112439
446,C Class,2018,17990,Automatic,43074,Petrol,50.4,2.0,mercedes-benz,30175521
447,1 Series,2015,10495,Manual,44000,Diesel,68.9,2.0,bmw,30470828
448,C Class,2016,20995,Automatic,44000,Petrol,42.8,2.0,mercedes-benz,30414725
449,Polo,2021,15349,Manual,21994,Petrol,51.4,1.0,volkswagen,30519512
450,Octavia,2019,13999,Semi-Auto,56306,Diesel,70.6,1.6,skoda,30417142
451,Optima,2019,12990,Manual,46382,Diesel,52.3,1.6,kia,29317234
452,C Class,2013,9490,Automatic,47230,Petrol,47.9,1.6,mercedes-benz,30352718
453,Leon,2017,9990,Manual,47769,Petrol,56.5,1.2,seat,30188500
454,C Class,2015,14990,Automatic,47789,Petrol,51.4,2.0,mercedes-benz,30028811
455,108,2015,5895,Manual,48000,Petrol,68.9,1.0,peugeot,30352730
456,Corsa,2017,6990,Manual,52087,Petrol,55.4,1.4,vauxhall,30414516
457,Golf,2019,15995,Manual,53000,Diesel,55.4,1.6,volkswagen,27299371
458,X3,2017,19995,Automatic,53000,Diesel,54.3,2.0,bmw,30405780
459,i20,2016,8990,Manual,55810,Petrol,58.9,1.0,hyundai,30459940
460,E Class,2016,22495,Automatic,59000,Diesel,51.4,3.0,mercedes-benz,30194707
461,Scirocco,2017,14049,Manual,47379,Petrol,52.3,1.4,volkswagen,30317264
462,Captur,2019,9849,Manual,62204,Diesel,67.3,1.5,renault,30308109
463,CLA Class,2014,13490,Automatic,59890,Petrol,51.4,1.6,mercedes-benz,30298617
464,Coupe,2013,6795,Manual,60000,Petrol,52.3,1.6,mini,30451064
465,Rapid,2016,7995,Manual,61000,Petrol,57.7,1.2,skoda,30370854
466,3 Series,2017,19750,Automatic,61000,Diesel,56.5,3.0,bmw,29857747
467,GLC Class,2017,22990,Automatic,61399,Diesel,56.5,2.1,mercedes-benz,30060920
468,Mazda6,2018,13795,Manual,63000,Diesel,55.4,2.2,mazda,30420353
469,S Class,2014,19990,Automatic,63944,Diesel,48.7,3.0,mercedes-benz,30116775
470,MX-5,2014,10990,Manual,66673,Petrol,36.2,2.0,mazda,30414518
471,A4,2016,12495,Manual,71000,Petrol,51.4,1.4,audi,30288819
472,CLA Class,2017,15490,Automatic,78060,Petrol,51.4,1.6,mercedes-benz,29515281
473,MX-5,2019,17449,Manual,12275,Petrol,44.8,1.5,mazda,30476882
474,A3,2019,13999,Manual,52458,Diesel,49.6,1.6,audi,30367142
475,5 Series,2017,14990,Automatic,83335,Diesel,62.8,2.0,bmw,30231758
476,Passat,2013,7495,Manual,88000,Diesel,61.4,2.0,volkswagen,30370855
477,Boxster,2005,9295,Manual,91000,Petrol,29.4,2.7,porsche,30470830
478,T-Roc,2019,11995,Manual,114000,Diesel,51.4,1.6,volkswagen,30116852
479,500X,2015,8995,Manual,0,Petrol,47.1,1.4,fiat,27311868
480,Touareg,2023,61990,Automatic,9,Diesel,33.6,3.0,volkswagen,30101716
481,ID4,2023,38990,Automatic,10,Other,None,0,volkswagen,30116796
482,ID4,2023,46750,Automatic,10,Other,None,0,volkswagen,30381892
483,Other,2023,48795,Automatic,10,Other,None,0,other,30381890
484,Other,2023,48950,Automatic,10,Other,None,0,other,30381891
485,GLC Class,2018,25349,Semi-Auto,51218,Diesel,56.5,2.1,mercedes-benz,30480295
486,3008,2018,15999,Semi-Auto,53992,Petrol,54.3,1.2,peugeot,30531535
487,Touareg,2023,66750,Automatic,10,Diesel,33.6,3.0,volkswagen,30116789
488,ID4,2023,46990,Automatic,18,Other,None,0,volkswagen,30381889
489,Up,2020,13350,Manual,3783,Petrol,50.4,1.0,volkswagen,30397266
490,Polo,2022,20750,Automatic,4744,Petrol,51.4,1.0,volkswagen,30470602
491,Tiguan,2023,37750,Automatic,4805,Diesel,49.6,2.0,volkswagen,30470594
492,Tiguan Allspace,2023,39890,Automatic,5197,Diesel,47.9,2.0,volkswagen,30447380
493,Mokka,2021,17299,Manual,5500,Petrol,51.4,1.2,vauxhall,30599472
494,Golf,2022,22990,Manual,5659,Petrol,51.4,1.5,volkswagen,30198993
495,Tiguan,2023,38990,Automatic,6352,Diesel,49.6,2.0,volkswagen,30470593
496,Other,2022,38990,Automatic,7101,Other,None,0,other,29996369
497,Clio,2018,10049,Manual,30180,Petrol,46.3,0.9,renault,30507588
498,Juke,2018,12699,Manual,25219,Petrol,34.9,1.6,nissan,30531377
499,ID3,2020,24490,Automatic,7421,Other,None,0,volkswagen,30473523
500,Passat,2019,23950,Automatic,8154,Petrol,39.2,1.5,volkswagen,30470603
501,Passat,2021,29450,Automatic,8464,Petrol,43.5,1.4,volkswagen,30071344
502,ID4,2022,36990,Automatic,9345,Other,None,0,volkswagen,30271558
503,Golf,2023,26450,Manual,9429,Petrol,51.4,1.5,volkswagen,30321314
504,Golf,2021,21900,Manual,9469,Petrol,51.4,1.5,volkswagen,30397260
505,Golf,2022,31450,Automatic,9620,Petrol,38.2,2.0,volkswagen,29964127
506,Golf,2020,20990,Manual,9858,Petrol,49.6,1.5,volkswagen,30397264
507,Passat,2021,29450,Automatic,12043,Petrol,43.5,1.4,volkswagen,29953942
508,Polo,2022,19950,Manual,12082,Petrol,54.3,1.0,volkswagen,30316342
509,A Class,2016,14799,Semi-Auto,34780,Diesel,74.3,1.5,mercedes-benz,30384417
510,V60,2019,18899,Manual,66467,Diesel,None,2.0,volvo,30424967
511,Corsa,2020,11899,Manual,12732,Petrol,53.3,1.2,vauxhall,30599470
512,Polo,2021,23400,Automatic,12780,Petrol,41.5,2.0,volkswagen,30428205
513,Tiguan,2019,23990,Automatic,12938,Petrol,37.7,1.5,volkswagen,29908059
514,Golf,2021,19990,Manual,13521,Petrol,52.3,1.5,volkswagen,30414528
515,Golf,2021,30990,Automatic,14097,Petrol,38.2,2.0,volkswagen,30265791
516,Golf,2019,24950,Manual,14105,Petrol,37.2,0,volkswagen,29504343
517,T-Cross,2020,19950,Manual,15013,Petrol,47.9,1.0,volkswagen,30278419
518,Tiguan,2019,20990,Manual,15061,Diesel,47.9,2.0,volkswagen,30470597
519,Polo,2021,18250,Manual,15512,Petrol,54.3,1.0,volkswagen,30455293
520,T-Cross,2020,17990,Manual,15747,Petrol,47.9,1.0,volkswagen,30231787
521,Mokka X,2019,11089,Manual,53263,Diesel,50.4,1.6,vauxhall,30577452
522,Kuga,2019,15049,Manual,46692,Diesel,45.6,1.5,ford,30582270
523,Ibiza,2021,15490,Manual,15954,Petrol,49.6,1.0,seat,30231788
524,ID3,2021,25250,Automatic,16023,Other,None,0,volkswagen,30445971
525,T-Roc,2020,31950,Automatic,16210,Petrol,32.5,2.0,volkswagen,30265789
526,Astra,2022,16799,Manual,17000,Petrol,52.3,1.2,vauxhall,30491554
527,T-Roc,2021,24950,Manual,17884,Petrol,42.2,1.5,volkswagen,30194604
528,Polo,2021,17490,Manual,17965,Petrol,50.4,1.0,volkswagen,30459946
529,Golf,2021,31000,Automatic,18118,Petrol,38.2,2.0,volkswagen,30159881
530,Mokka,2021,16399,Manual,18415,Petrol,51.4,1.2,vauxhall,30459495
531,T-Cross,2019,16990,Manual,18654,Petrol,47.9,1.0,volkswagen,30411028
532,Passat,2021,27990,Automatic,18808,Petrol,43.5,1.4,volkswagen,30271556
533,T-Roc,2019,17549,N/A,49097,Diesel,50.4,1.6,volkswagen,30608162
534,Kona,2018,14199,Manual,40316,Petrol,44.1,1.0,hyundai,30456355
535,T-Roc,2020,21490,Manual,18962,Petrol,44.8,1.5,volkswagen,30414527
536,Tiguan,2020,22950,Manual,19229,Petrol,38.2,1.5,volkswagen,30455292
537,Corsa,2020,13999,Manual,19466,Petrol,52.3,1.2,vauxhall,30452746
538,Golf,2019,17450,Manual,19495,Diesel,57.7,1.6,volkswagen,30434054
539,Tiguan,2020,22450,Manual,19608,Petrol,38.2,1.5,volkswagen,30411023
540,Tiguan,2020,27990,Automatic,19613,Petrol,36.7,1.5,volkswagen,30475074
541,Polo,2020,16950,Manual,20547,Petrol,51.4,1.0,volkswagen,30434060
542,Golf,2020,18950,Manual,20651,Petrol,49.6,1.5,volkswagen,30116794
543,Polo,2020,19450,Automatic,20712,Petrol,46.3,1.0,volkswagen,30279952
544,Tiguan,2020,28850,Automatic,20951,Petrol,36.7,1.5,volkswagen,30434062
545,Captur,2017,10149,N/A,48679,Diesel,78.5,1.5,renault,30614934
546,Golf,2020,18349,Manual,16859,Petrol,49.6,1.5,volkswagen,30250938
547,Tiguan,2020,25990,Automatic,21228,Diesel,37.2,1.5,volkswagen,30405468
548,Golf,2019,16795,Manual,21602,Petrol,47.1,1.5,volkswagen,30459944
549,Polo,2021,16990,Manual,21657,Petrol,52.3,1.0,volkswagen,30411031
550,Golf,2019,15950,Manual,22268,Diesel,57.7,1.6,volkswagen,30434059
551,Golf,2019,16900,Manual,22510,Petrol,51.4,1.0,volkswagen,30459941
552,Polo,2020,17400,Manual,23000,Petrol,49.6,1.0,volkswagen,30470600
553,Polo,2019,14250,Manual,23193,Petrol,52.3,1.0,volkswagen,30377183
554,Polo,2021,16490,Manual,23372,Petrol,50.4,1.0,volkswagen,30347573
555,Golf,2019,20750,Automatic,23868,Diesel,52.3,2.0,volkswagen,30434053
556,Up,2019,14490,Manual,24181,Petrol,None,0,volkswagen,30358881
557,Sandero,2020,9049,Manual,20938,Petrol,45.6,1.0,dacia,30560599
558,Ateca,2020,20349,Semi-Auto,32095,Petrol,40.9,1.5,seat,30417302
559,Tiguan Allspace,2019,25450,Manual,24685,Diesel,46.3,1.5,volkswagen,30470595
560,Corsa,2020,11799,Manual,24828,Petrol,52.3,1.2,vauxhall,30491557
561,Corsa,2020,11199,Manual,25561,Petrol,53.3,1.2,vauxhall,30599467
562,Polo,2018,14200,Automatic,25970,Petrol,61.4,1.0,volkswagen,30470592
563,Polo,2019,13950,Manual,26203,Petrol,52.3,0,volkswagen,30459943
564,Golf,2019,24990,Automatic,26218,Petrol,37.7,2.0,volkswagen,30470599
565,500,2017,7999,Manual,27975,Petrol,60.1,1.2,fiat,30588096
566,T-Roc,2018,20990,Manual,28000,Petrol,53.3,1.5,volkswagen,30464458
567,Tiguan,2020,21750,Manual,28283,Petrol,38.2,1.5,volkswagen,30381893
568,T-Roc,2019,18490,Manual,28681,Diesel,50.4,1.6,volkswagen,30265786
569,Focus,2019,14499,Manual,20426,Diesel,80.7,1.5,ford,30572211
570,Polo,2019,13450,Manual,28960,Petrol,48.7,1.0,volkswagen,30473524
571,T-Cross,2019,17950,Manual,30026,Petrol,47.9,1.0,volkswagen,30445975
572,Tiguan,2020,21490,Manual,30227,Petrol,38.2,1.5,volkswagen,30397265
573,Tiguan,2019,20950,Manual,30754,Petrol,38.2,1.5,volkswagen,30298630
574,Polo,2019,19750,Automatic,31712,Petrol,39.8,2.0,volkswagen,30279954
575,C1,2017,7999,Manual,33000,Petrol,65.7,1.2,citroen,30603228
576,Golf,2018,26450,Automatic,33204,Petrol,39.8,2.0,volkswagen,30377190
577,Polo,2020,14950,Manual,35948,Petrol,50.4,1.0,volkswagen,30381898
578,Polo,2019,12990,Manual,37020,Petrol,48.7,1.0,volkswagen,30358878
579,Corsa,2017,7999,Manual,39000,Petrol,54.3,1.4,vauxhall,30603229
580,Golf,2018,18749,Semi-Auto,63991,Diesel,57.7,2.0,volkswagen,30480190
581,Leon,2017,13649,Semi-Auto,19877,Petrol,57.7,1.4,seat,30476924
582,Tiguan,2019,25950,Manual,39463,Diesel,47.9,2.0,volkswagen,30442564
583,Astra,2021,12299,Manual,40569,Petrol,53.3,1.2,vauxhall,30444538
584,T-Roc,2019,17990,Manual,40591,Diesel,50.4,1.6,volkswagen,30459942
585,T-Roc,2019,20990,Manual,41131,Diesel,50.4,1.6,volkswagen,30341741
586,Polo,2020,16950,Manual,41465,Petrol,49.6,1.0,volkswagen,30341744
587,Corsa,2020,11299,Manual,41630,Petrol,53.3,1.2,vauxhall,30599468
588,Astra,2018,10599,Manual,41908,Diesel,83.1,1.6,vauxhall,30599464
589,Golf,2019,15200,Manual,42635,Diesel,57.7,1.6,volkswagen,30470590
590,Tiguan,2018,17450,Manual,42970,Diesel,58.9,2.0,volkswagen,30475073
591,Astra,2021,11999,Manual,43218,Petrol,53.3,1.2,vauxhall,30444540
592,Kuga,2018,15949,Manual,31045,Petrol,39.2,1.5,ford,30308371
593,GLA Class,2018,17599,Semi-Auto,57868,Diesel,64.2,2.1,mercedes-benz,30572138
594,Passat,2020,15950,Automatic,59488,Petrol,42.8,1.5,volkswagen,30231783
595,Golf,2020,20990,Automatic,67611,Diesel,62.8,2.0,volkswagen,30445974
596,Golf,2018,12990,Manual,70078,Petrol,58.9,1.0,volkswagen,30231785
597,Mokka,2021,17299,Manual,5500,Petrol,51.4,1.2,vauxhall,30599472
598,Corsa,2020,11899,Manual,12732,Petrol,53.3,1.2,vauxhall,30599470
599,Corsa,2020,11199,Manual,25561,Petrol,53.3,1.2,vauxhall,30599467
600,500,2017,7999,Manual,27975,Petrol,60.1,1.2,fiat,30588096
601,C1,2017,7999,Manual,33000,Petrol,65.7,1.2,citroen,30603228
602,Aygo,2016,7999,Manual,34000,Petrol,69,1,toyota,30582366
603,Mito,2016,5999,Manual,36905,Petrol,67.3,0.9,alfa romeo,30588095
604,X3,2017,20499,Semi-Auto,64467,Diesel,54.3,2.0,bmw,30490154
605,Ateca,2019,20299,Semi-Auto,25263,Petrol,40.9,1.5,seat,30417386
606,Golf,2018,12990,Manual,70078,Petrol,58.9,1.0,volkswagen,30231785
607,Corsa,2016,7999,Automatic,65145,Petrol,47.9,1.4,vauxhall,30608429
608,Aygo,2016,7999,Manual,34000,Petrol,69,1,toyota,30582366
609,Mito,2016,5999,Manual,36905,Petrol,67.3,0.9,alfa romeo,30588095
610,Sandero,2018,7799,Manual,37550,Petrol,54.3,1,dacia,25905284
611,Ka,2016,5899,Manual,46867,Petrol,57.7,1.2,ford,30451935
612,Crossland,2022,19099,Semi-Auto,6491,Diesel,None,1.5,vauxhall,30467552
613,Sandero,2018,7599,Manual,14500,Petrol,54.3,1,dacia,30267501
614,Yaris,2015,7999,Manual,34080,Petrol,58,1.33,toyota,30495079
615,108,2018,7999,Manual,47612,Petrol,68.9,1,peugeot,30503540
616,Polo,2021,16299,Manual,16546,Petrol,50.4,1.0,volkswagen,30456360
617,Range Rover Evoque,2019,25749,N/A,41243,Diesel,42.2,2.0,land rover,30593630
618,Corsa,2018,8499,Manual,56496,Petrol,55.4,1.4,vauxhall,30417683
619,C4,2016,8499,Semi-Auto,62350,Diesel,74.3,1.6,citroen,30582368
620,Micra,2017,8499,Manual,72555,Petrol,64.2,0.9,nissan,30572956
621,Crossland,2022,16699,Manual,7257,Diesel,60.1,1.5,vauxhall,30444544
622,Mokka,2022,17999,Manual,8269,Petrol,51.4,1.2,vauxhall,30467556
623,Mokka,2021,16699,Manual,9190,Petrol,51.4,1.2,vauxhall,30461382
624,Crossland,2022,18499,Semi-Auto,12046,Petrol,45.6,1.2,vauxhall,30444543
625,Corsa,2020,10999,Manual,26586,Petrol,53.3,1.2,vauxhall,26685016
626,Grandland X,2021,15799,Manual,29238,Diesel,55.4,1.5,vauxhall,30491555
627,Grandland X,2019,12499,Manual,36452,Petrol,45.6,1.2,vauxhall,30579622
628,A Class,2019,19999,Semi-Auto,36134,Diesel,67.3,1.5,mercedes-benz,30384485
629,Ceed,2017,10699,Manual,18272,Diesel,78.5,1.6,kia,30417399
630,Grandland X,2021,14999,Manual,42550,Petrol,45.6,1.2,vauxhall,30532546
631,GLC Class,2023,89995,Automatic,29,Petrol,21.9,4.0,mercedes-benz,30166782
632,Scala,2023,27995,Automatic,100,Petrol,48.7,1.5,skoda,30280196
633,Other,2023,49995,Automatic,100,Other,None,0,other,30316910
634,X5,2023,73995,Automatic,101,Petrol,23.2,4.4,bmw,30248327
635,HS,2023,25390,Automatic,200,Petrol,36.7,1.5,mg,30303984
636,C Class,2023,44995,Automatic,303,Petrol,478,2.0,mercedes-benz,30166783
637,C Class,2023,59995,Automatic,590,Petrol,31.4,2.0,mercedes-benz,30382518
638,MG4,2023,30750,Automatic,1000,Other,None,0,mg,30130653
639,A Class,2023,32000,Automatic,1050,Petrol,None,1.3,mercedes-benz,30447534
640,A4,2016,17899,Semi-Auto,37048,Petrol,53.3,2.0,audi,30476815
641,Outlander,2019,17849,Automatic,59574,Hybrid,156.9,2.4,mitsubishi,30546282
642,iX,2022,60995,Automatic,1380,Other,None,1.0,bmw,30321805
643,C Class,2023,37495,Automatic,1621,Petrol,40.9,1.5,mercedes-benz,30471212
644,X4,2022,67995,Automatic,1819,Petrol,26.2,3.0,bmw,30377434
645,Kamiq,2023,26495,Other,1845,Petrol,47.1,1.0,skoda,29782207
646,X5,2023,92995,Automatic,2155,Petrol,21.6,4.4,bmw,30244346
647,CX-5,2022,27995,Manual,2228,Petrol,41.5,2.0,mazda,30346197
648,ZS,2022,22450,Automatic,2300,Other,None,0,mg,29902781
649,2 Series,2022,27995,Automatic,2470,Petrol,45.6,1.5,bmw,30470769
650,HS,2022,19785,Manual,2673,Petrol,38.2,1.5,mg,29687250
651,ZS,2023,21990,Automatic,3000,Petrol,39.2,1.0,mg,30099912
652,Grandland X,2019,14849,N/A,49838,Diesel,56.5,1.5,vauxhall,30608103
653,MG3,2019,10649,Manual,14252,Petrol,47.1,1.5,mg,30476723
654,MG4,2023,24990,Automatic,3000,Other,None,0,mg,29991247
655,HS,2023,24990,Manual,3000,Petrol,38.2,1.5,mg,30342990
656,Kamiq,2023,25290,Manual,3000,Petrol,50.4,1.0,skoda,30239327
657,Kamiq,2023,25995,Manual,3000,Petrol,49.6,1.0,skoda,30239329
658,Karoq,2023,27995,Manual,3000,Diesel,58.9,2.0,skoda,30239328
659,Kamiq,2023,27995,Automatic,3000,Petrol,47.1,1.5,skoda,30415142
660,Octavia,2023,28990,Automatic,3000,Other,52.3,1.5,skoda,30239325
661,MG5,2023,29990,Automatic,3000,Other,None,0,mg,30099914
662,MG4,2023,30590,Automatic,3000,Other,None,0,mg,30099913
663,MG4,2023,31140,Automatic,3000,Other,None,0,mg,30226704
664,Corsa,2018,11849,N/A,45805,Petrol,43.5,1.4,vauxhall,30602905
665,A1,2018,17299,Semi-Auto,8608,Petrol,56.5,1.4,audi,30519563
666,MG4,2023,31140,Automatic,3000,Other,None,0,mg,30359746
667,ZS,2023,33990,Automatic,3000,Other,None,0,mg,30250690
668,GLC Class,2022,42995,Automatic,3167,Diesel,44.8,1.9,mercedes-benz,30382514
669,GLA Class,2023,39995,Automatic,3239,Diesel,49.6,1.9,mercedes-benz,30382515
670,i4,2022,58995,Automatic,3485,Other,None,1.0,bmw,30341992
671,X3,2022,50500,Automatic,3751,Petrol,128.4,2.0,bmw,30153745
672,M8,2023,94995,Automatic,3944,Petrol,24.4,4.4,bmw,30446030
673,i4,2023,62995,Automatic,3986,Other,None,0,bmw,30382014
674,HS,2023,20350,Manual,4000,Petrol,38.2,1.5,mg,29502788
675,Kamiq,2023,27995,Automatic,4000,Petrol,47.1,1.5,skoda,30294293
676,308,2017,10999,Manual,24509,Petrol,61.4,1.2,peugeot,30201049
